,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,Prolactin signaling pathway,0.5178618393215587,2.1229130160627556,0.0,0.0,0.0,43/64,26.68%,PIK3CA;SOCS2;CGA;FOXO3;MAP2K1;MAPK13;SHC1;PIK3R1;PRLR;STAT3;GRB2;CCND2;MAPK8;GCK;JAK2;ESR2;MAPK9;PIK3R3;NFKB1;RELA;AKT1;IRF1;MAPK14;SOS2;INS;KRAS;ESR1;PIK3CD;NRAS;FOS;SOCS3;AKT2;HRAS;MAPK3;CCND1;TNFRSF11A;MAPK12;SOCS1;SOS1;PRL;MAPK1;AKT3;PIK3CB
1,prerank,Central carbon metabolism in cancer,0.4960507421973973,2.0206155366022895,0.0,0.0010071191648208897,0.002,49/60,39.35%,PIK3CA;TP53;TIGAR;HK1;FGFR1;MAP2K1;PIK3R1;GCK;SIRT6;FLT3;NTRK1;PIK3R3;HIF1A;EGFR;ERBB2;PFKM;AKT1;KRAS;SLC7A5;MET;HK3;PIK3CD;IDH1;NRAS;NTRK3;FGFR3;SLC16A3;AKT2;HRAS;MAPK3;PFKP;RET;MAPK1;AKT3;PIK3CB;LDHA;PTEN;PDHA1;MYC;SLC2A1;PDK1;KIT;G6PD;SLC1A5;PDGFRA;PDHB;FGFR2;SLC2A2;RAF1
2,prerank,Insulin signaling pathway,0.4606140029377425,2.0116573367712522,0.0,0.0006714127765472598,0.002,74/111,33.26%,PIK3CA;SOCS2;MKNK2;PHKG1;PRKAR1A;PCK2;PRKACB;HK1;MAP2K1;PRKAR2B;PRKAB1;SHC1;PIK3R1;GRB2;EIF4E;MAPK8;BRAF;GCK;RHEB;ARAF;PRKACA;PRKCI;RPS6KB2;MAPK9;PIK3R3;GYS1;G6PC;PPP1CC;AKT1;PYGL;BAD;PRKAA1;SOS2;INS;KRAS;PTPRF;CBLB;MKNK1;PPARGC1A;HK3;PIK3CD;PRKAB2;NRAS;PDE3B;PKLR;PRKACG;SREBF1;PRKAR2A;SOCS3;PHKG2;AKT2;HRAS;MAPK3;CALM2;RPS6KB1;SOCS1;SOS1;TRIP10;PRKAG2;PPP1CA;MAPK1;AKT3;PIK3CB;PHKB;PRKAG1;RPTOR;IKBKB;PCK1;SOCS4;G6PC2;ACACB;RPS6;PRKCZ;FASN
3,prerank,AGE-RAGE signaling pathway in diabetic complications,0.4591598070250469,1.959748741059802,0.0,0.001762458538436557,0.007,72/89,45.27%,BCL2;SERPINE1;THBD;PIK3CA;PRKCB;NOX1;MAPK13;COL4A5;SMAD2;PIK3R1;STAT3;SMAD4;MAPK8;MMP2;CASP3;AGTR1;JAK2;F3;PRKCA;FN1;TGFBR1;TGFB2;IL6;MAPK9;PIK3R3;NFKB1;RELA;AKT1;NFATC1;BAX;MAPK14;AGT;KRAS;CDC42;PIK3CD;NRAS;RAC1;ICAM1;CDKN1B;AKT2;HRAS;MAPK3;JUN;CCND1;MAPK12;CCL2;PRKCE;MAPK1;AKT3;PIK3CB;IL1B;PLCD1;CYBB;STAT1;CXCL8;SMAD3;PRKCZ;PRKCD;NOS3;VEGFC;EGR1;MAPK11;VEGFB;PLCG2;VEGFA;COL4A3;CDK4;TGFBR2;PLCG1;STAT5A;TGFB1;AGER
4,prerank,Circadian rhythm,0.5532894560157542,1.9526502181961982,0.0,0.0018128144966776014,0.009,19/24,30.99%,CREB1;BHLHE40;CRY1;FBXW11;PRKAB1;RORB;RORA;PRKAA1;RBX1;PER1;PRKAB2;CUL1;CSNK1E;CLOCK;ARNTL;PRKAG2;PRKAG1;CSNK1D;RORC
5,prerank,Colorectal cancer,0.4604807472072946,1.9487849546311025,0.0,0.0016785319413681497,0.01,47/79,26.68%,BCL2;PIK3CA;TP53;PMAIP1;MAP2K1;EGF;SMAD2;PIK3R1;GRB2;SMAD4;MAPK8;BRAF;CASP3;AREG;ARAF;TGFBR1;TGFB2;RPS6KB2;MAPK9;PIK3R3;EGFR;AKT1;BAX;BAD;RALA;SOS2;KRAS;AXIN1;PIK3CD;BCL2L11;NRAS;FOS;RAC1;LEF1;CTNNB1;DDB2;AKT2;HRAS;MAPK3;JUN;CCND1;RPS6KB1;RALB;SOS1;MAPK1;AKT3;PIK3CB
6,prerank,Viral carcinogenesis,0.4382996882728987,1.9381722210642318,0.0,0.0018703641632387949,0.013,97/141,37.60%,KAT2A;GTF2H3;CREB1;PIK3CA;TP53;SYK;HDAC6;TRAF3;PRKACB;HLA-B;PMAIP1;HDAC3;PIK3R1;GTF2A2;STAT3;RB1;GRB2;CCND2;HDAC1;HDAC11;CASP3;KAT2B;CREB3L4;CCND3;IRF7;PRKACA;TRAF5;RBPJ;CCNE2;CDK2;SKP2;PIK3R3;NFKB1;NFKB2;RELA;JAK3;BAX;BAD;HIST2H2BE;KRAS;HIST1H4E;CDC42;GTF2A1;CDK6;CREBBP;PIK3CD;HIST1H4I;NRAS;CASP8;GTF2E2;RAC1;SNW1;HLA-A;PRKACG;HIST1H2BK;IRF3;CCNE1;EGR2;REL;CDKN1B;DDB1;HRAS;DLG1;MAPK3;POLB;HDAC2;JUN;CCND1;LYN;HDAC7;TBP;CREB3;C3;ATF2;MAPK1;PIK3CB;MAPKAPK2;IRF9;MDM2;EIF2AK2;GSN;UBE3A;USP7;GTF2B;TRAF1;ATF4;YWHAH;ACTN4;DNAJA3;IL6ST;CCNA1;CDKN2A;TRADD;HIST1H2BD;CREB3L2;HDAC10;YWHAQ
7,prerank,Endometrial cancer,0.4773179662591845,1.9265137558909604,0.0,0.0018883484340391683,0.015,34/53,27.92%,PIK3CA;TP53;FOXO3;MAP2K1;EGF;PIK3R1;GRB2;BRAF;ARAF;PIK3R3;EGFR;ERBB2;AKT1;BAX;BAD;SOS2;KRAS;AXIN1;PIK3CD;NRAS;ILK;CDH1;LEF1;CTNNB1;DDB2;AKT2;HRAS;MAPK3;CCND1;SOS1;MAPK1;AKT3;PIK3CB;PTEN
8,prerank,Renal cell carcinoma,0.4620212597324633,1.8999400320382815,0.0,0.002797553235613583,0.025,48/62,40.71%,VHL;PIK3CA;ETS1;MAP2K1;EGLN3;PRCC;PIK3R1;GRB2;BRAF;PAK2;ARAF;TGFB2;PIK3R3;PAK1;HIF1A;AKT1;BAD;SOS2;KRAS;RBX1;CDC42;MET;CREBBP;PIK3CD;NRAS;RAC1;CUL2;EGLN2;AKT2;HRAS;MAPK3;ARNT2;JUN;SOS1;PAK3;MAPK1;AKT3;PIK3CB;PAK4;SLC2A1;RAP1A;EGLN1;TGFA;CRKL;CDKN1A;RAF1;VEGFA;TFE3
9,prerank,Non-small cell lung cancer,0.45265406399676267,1.8765338452282512,0.0,0.0038270528263193806,0.037,37/63,26.68%,PIK3CA;TP53;PRKCB;FOXO3;MAP2K1;EGF;PIK3R1;STAT3;RB1;GRB2;EML4;BRAF;ARAF;PRKCA;PIK3R3;RARB;EGFR;ERBB2;JAK3;AKT1;BAX;BAD;SOS2;KRAS;CDK6;PIK3CD;NRAS;DDB2;AKT2;HRAS;MAPK3;CCND1;SOS1;RXRG;MAPK1;AKT3;PIK3CB
10,prerank,Pancreatic cancer,0.4489294632744212,1.8739502043274046,0.0,0.0036622515084395995,0.039,42/71,26.68%,PIK3CA;TP53;MAP2K1;EGF;SMAD2;PIK3R1;STAT3;RB1;SMAD4;MAPK8;CHUK;BRAF;BCL2L1;ARAF;TGFBR1;TGFB2;RPS6KB2;MAPK9;PIK3R3;NFKB1;RELA;EGFR;ERBB2;AKT1;PLD1;BAX;BAD;RALA;KRAS;CDC42;CDK6;PIK3CD;RAC1;DDB2;AKT2;MAPK3;CCND1;RPS6KB1;RALB;MAPK1;AKT3;PIK3CB
11,prerank,PI3K-Akt signaling pathway,0.401008817716922,1.8666088406916703,0.0,0.0038606234651467437,0.045,182/266,41.87%,SGK1;BCL2;CREB1;PIK3CA;GNGT2;ERBB4;TP53;SYK;PPP2R2A;PCK2;DDIT4;FGFR1;STK11;FOXO3;MAP2K1;EGF;COL4A5;IL2;PIK3R1;ITGA6;PRLR;PTK2;GRB2;EIF4E;CCND2;IL6R;PDGFD;CHUK;MLST8;EFNA3;GNB5;NTRK2;ITGA3;FLT3;RHEB;BCL2L1;LAMB1;HSP90AB1;JAK2;CREB3L4;CCND3;AREG;PRKCA;FN1;NTRK1;SGK3;CD19;CCNE2;IFNA21;LPAR6;CDK2;IL6;RPS6KB2;PIK3R6;PIK3R3;ITGB1;GYS1;G6PC;NFKB1;RELA;BRCA1;PPP2R2D;PPP2R3A;EGFR;ERBB2;JAK3;GNG4;IFNA4;AKT1;OSMR;PPP2CB;EIF4B;BAD;PGF;PRKAA1;SOS2;SPP1;INS;CHRM1;KRAS;KITLG;MET;CDK6;FGF9;TCL1A;PKN3;PIK3CD;MAGI1;BCL2L11;IL7R;NRAS;RAC1;IL7;EPHA2;GNG7;IL4R;CCNE1;PHLPP1;TEK;CDKN1B;FGFR3;MAGI2;AKT2;HRAS;PPP2R1A;IFNA8;MAPK3;IL3RA;ITGA1;CCND1;RPS6KB1;C8ORF44-SGK3;CSF3;SOS1;FGF2;RELN;ITGB5;ITGB7;MYB;PRL;CREB3;ATF2;MAPK1;AKT3;PIK3CB;RPTOR;PTEN;GNG12;LAMB3;IFNAR2;IKBKB;MYC;PCK1;CSF3R;MCL1;MDM2;G6PC2;ITGB3;RPS6;PIK3AP1;PIK3R5;PPP2R2C;ERBB3;ATF4;KIT;NOS3;YWHAH;LAMA3;IL2RB;KDR;FLT4;IRS1;G6PC3;GNB2;SGK2;VEGFC;FGF10;GNG5;TGFA;NR4A1;CREB3L2;TSC1;VEGFB;PPP2R5A;YWHAQ;PDGFRA;EPOR;CDKN1A;FGFR2;RAF1;HSP90AA1;VEGFA;IGF1R;THBS1;PKN2;COL4A3;PKN1;FLT1;INSR;IFNB1;CDK4;CASP9
12,prerank,Regulation of lipolysis in adipocytes,0.47919462184649686,1.8651736183565168,0.0,0.003641123134352447,0.046,31/43,36.17%,PIK3CA;CGA;PRKACB;GNAI3;GNAS;PIK3R1;ADRB3;FABP4;ADRB2;PRKACA;PTGS2;MGLL;PIK3R3;AKT1;INS;PIK3CD;PDE3B;NPR1;PRKACG;AKT2;ADCY6;ADRB1;AKT3;PIK3CB;ADCY2;PRKG2;ADCY3;GNAI1;IRS1;NPY1R;PRKG1
13,prerank,Melanoma,0.46428324498692164,1.855657352134716,0.0,0.003668791243276098,0.05,33/52,27.92%,PIK3CA;TP53;FGFR1;MAP2K1;EGF;PIK3R1;RB1;PDGFD;BRAF;MITF;ARAF;PIK3R3;EGFR;AKT1;BAX;BAD;KRAS;MET;CDK6;FGF9;PIK3CD;NRAS;CDH1;DDB2;AKT2;HRAS;MAPK3;CCND1;FGF2;MAPK1;AKT3;PIK3CB;PTEN
14,prerank,Endocrine and other factor-regulated calcium reabsorption,0.48842489775710285,1.8506143710767442,0.0,0.003692770271009929,0.054,20/36,25.71%,CLTA;PRKCB;BDKRB2;PRKACB;CALB1;GNAS;RAB11A;AP2A1;ATP2B1;PRKACA;PRKCA;AP2A2;DNM1;ESR1;PRKACG;AP2M1;VDR;ADCY6;ATP1B1;ATP1B2
15,prerank,Small cell lung cancer,0.44083483590001654,1.8477610659621013,0.0,0.0037766968680783366,0.059,47/79,29.82%,BCL2;PIK3CA;TP53;TRAF3;COL4A5;PIK3R1;ITGA6;BIRC3;RB1;PTK2;MAX;TRAF6;CHUK;ITGA3;CASP3;BCL2L1;LAMB1;TRAF5;PTGS2;FN1;CCNE2;CDK2;SKP2;PIK3R3;ITGB1;NFKB1;RARB;RELA;AKT1;BAX;CDK6;PIK3CD;CCNE1;DDB2;XIAP;CDKN1B;AKT2;CCND1;RXRG;NOS2;AKT3;PIK3CB;PTEN;LAMB3;IKBKB;APAF1;MYC
16,prerank,Osteoclast differentiation,0.41875239696617594,1.8306956915454782,0.0,0.004620899697413494,0.075,74/122,32.44%,CREB1;IFNG;PIK3CA;MAP3K14;SYK;NOX1;MAP2K1;MAPK13;FYN;PIK3R1;GRB2;MAPK8;FOSB;TRAF6;CHUK;MITF;PPARG;OSCAR;CTSK;PPP3CB;TGFBR1;FCGR3B;TGFB2;MAPK9;BLNK;PIK3R3;CYLD;FHL2;NFKB1;NFKB2;RELA;SQSTM1;TNFRSF1A;FOSL1;AKT1;NFATC1;MAPK14;FCGR2B;SIRPB1;PPP3CA;STAT2;LCK;FOSL2;SIRPG;PIK3CD;FOS;RAC1;SIRPA;LILRA2;TAB2;SOCS3;AKT2;NCF4;FCGR2A;NFATC2;MAPK3;JUN;TNFRSF11A;MAPK12;SOCS1;MAPK1;AKT3;PIK3CB;IL1B;NCF1;LILRB3;STAT1;IFNAR2;IKBKB;IRF9;ITGB3;TYK2;PPP3CC;TREM2
17,prerank,Hepatitis B,0.410234146283252,1.8276325239791071,0.0,0.004587987306406275,0.079,89/153,30.92%,BCL2;CREB1;PIK3CA;TP53;PRKCB;TRAF3;PCNA;MAP2K1;MAPK13;SMAD2;PIK3R1;STAT3;RB1;GRB2;SMAD4;MAPK8;TRAF6;CHUK;BRAF;NFATC3;CASP3;MAP2K3;JAK2;CREB3L4;TBK1;ARAF;IRF7;PRKCA;TGFBR1;TICAM1;TGFB2;CCNE2;IFNA21;TIRAP;CDK2;IL6;MAPK9;PIK3R3;NFKB1;RELA;JAK3;IFNA4;AKT1;NFATC1;BAX;MAPK14;BAD;SOS2;KRAS;STAT2;CREBBP;IKBKE;PIK3CD;NRAS;CASP8;FOS;IRF3;CCNE1;EGR2;DDB2;HSPG2;TAB2;DDB1;AKT2;NFATC4;HRAS;NFATC2;IFNA8;MAPK3;JUN;MYD88;MAPK12;SOS1;STAT6;CREB3;ATF2;MAPK1;AKT3;PIK3CB;CASP10;TICAM2;STAT1;IKBKB;APAF1;MYC;MAP2K4;CXCL8;IRAK4;SMAD3
18,prerank,Bladder cancer,0.46755225382006244,1.8142834307034192,0.0,0.00498258955227177,0.089,31/39,41.84%,TP53;DAPK2;MAP2K1;EGF;RB1;BRAF;MMP2;ARAF;EGFR;ERBB2;DAPK1;KRAS;NRAS;CDH1;FGFR3;HRAS;MAPK3;DAPK3;CCND1;MAPK1;MYC;CXCL8;MDM2;RPS6KA5;CDKN2A;MMP1;CDKN1A;RAF1;VEGFA;THBS1;CDK4
19,prerank,FoxO signaling pathway,0.4118658733052949,1.8117902774266414,0.0,0.004934883907622359,0.093,83/119,41.45%,SGK1;IL10;HOMER2;BCL6;PIK3CA;TNFSF10;PCK2;STK11;FOXO3;MAP2K1;EGF;MAPK13;PRKAB1;SMAD2;PIK3R1;STAT3;GRB2;SMAD4;CCND2;MAPK8;CAT;CHUK;BRAF;ARAF;TGFBR1;SGK3;TGFB2;CDK2;IL6;SETD7;MAPK9;SKP2;PIK3R3;G6PC;EGFR;AKT1;MAPK14;PRKAA1;SOS2;INS;KRAS;CREBBP;PIK3CD;BCL2L11;BNIP3;PRKAB2;IL7R;NRAS;CSNK1E;CDKN1B;AKT2;HRAS;MAPK3;CCND1;C8ORF44-SGK3;MAPK12;SOS1;PRKAG2;MAPK1;AKT3;PIK3CB;PRKAG1;PTEN;IKBKB;PCK1;PLK4;SMAD3;MDM2;G6PC2;USP7;FBXO32;IRS1;G6PC3;FOXO4;SGK2;MAPK11;PLK1;ATM;CDKN1A;RAF1;IGF1R;GABARAPL1;INSR
20,prerank,Choline metabolism in cancer,0.4273286185237801,1.806924300031874,0.0,0.00541926026784574,0.106,43/78,27.42%,PIK3CA;PRKCB;MAP2K1;EGF;PIK3R1;GRB2;SLC22A4;LYPLA1;MAPK8;PDGFD;RHEB;PRKCA;RPS6KB2;MAPK9;PIK3R3;HIF1A;EGFR;SLC22A3;AKT1;PLD1;DGKK;DGKZ;SOS2;KRAS;DGKH;PIK3CD;NRAS;FOS;RAC1;DGKQ;SLC22A5;SLC44A1;AKT2;HRAS;DGKA;MAPK3;JUN;RPS6KB1;SOS1;MAPK1;AKT3;PIK3CB;WAS
21,prerank,Relaxin signaling pathway,0.4183152015219698,1.8010516490150963,0.0,0.005584933550370388,0.113,71/103,39.98%,CREB1;PIK3CA;GNGT2;PRKACB;GNAI3;RXFP1;GNAS;MAP2K1;MAPK13;COL4A5;SHC1;SMAD2;PIK3R1;GRB2;MAPK8;ARRB1;GNB5;MMP2;CREB3L4;PRKACA;PRKCA;TGFBR1;MAPK9;PIK3R3;NFKB1;RELA;EGFR;GNG4;AKT1;MAPK14;SOS2;KRAS;MMP13;PIK3CD;NRAS;FOS;GNG7;PRKACG;GNA15;RXFP4;AKT2;HRAS;MAPK3;JUN;ADCY6;MAPK12;SOS1;NOS2;CREB3;ATF2;MAPK1;AKT3;PIK3CB;GNG12;MAP2K4;ADCY2;SMAD3;ADCY3;PRKCZ;GNAI1;ATF4;NOS3;GNB2;VEGFC;MAPK11;GNG5;CREB3L2;VEGFB;MMP1;RAF1;VEGFA
22,prerank,HIF-1 signaling pathway,0.4230956871129274,1.7880941788109008,0.0,0.006174078358249803,0.132,75/89,49.01%,BCL2;SERPINE1;VHL;IFNG;PIK3CA;PRKCB;MKNK2;HK1;MAP2K1;EGF;EGLN3;PIK3R1;STAT3;EIF4E;HMOX1;IL6R;PRKCA;IL6;RPS6KB2;PIK3R3;NFKB1;RELA;HIF1A;EGFR;ERBB2;AKT1;INS;RBX1;MKNK1;CREBBP;HK3;PIK3CD;CUL2;PGK1;TEK;EGLN2;CDKN1B;AKT2;MAPK3;RPS6KB1;PFKFB3;NOS2;MAPK1;AKT3;PIK3CB;LDHA;CYBB;PDHA1;CAMK2B;SLC2A1;TF;RPS6;PDK1;GAPDH;NOS3;EGLN1;PDHB;CDKN1A;PLCG2;IFNGR2;CAMK2D;VEGFA;IGF1R;TIMP1;FLT1;INSR;LTBR;PLCG1;CAMK2G;EP300;EIF4EBP1;ENO1;PIK3R2;ANGPT1;EDN1
23,prerank,Longevity regulating pathway,0.4167365623680221,1.78183740830623,0.0,0.006462347974267376,0.142,52/85,33.36%,CREB1;PIK3CA;TP53;PRKACB;SOD1;STK11;FOXO3;PRKAB1;PIK3R1;EIF4E;HDAC1;CAT;RHEB;PPARG;CREB3L4;PRKACA;RPS6KB2;PIK3R3;NFKB1;RELA;AKT1;BAX;PRKAA1;INS;KRAS;PPARGC1A;PIK3CD;PRKAB2;NRAS;PRKACG;ULK1;AKT2;HRAS;HDAC2;ADCY6;RPS6KB1;HSPA8;PRKAG2;CAMKK2;CREB3;ATF2;AKT3;PIK3CB;PRKAG1;RPTOR;EIF4EBP2;ATG5;ADCY2;ADCY3;ADIPOR2;HSPA1A;ATF4
24,prerank,Cellular senescence,0.4004924027259843,1.7749324516682499,0.0,0.006445562654853694,0.148,93/135,42.65%,SERPINE1;PIK3CA;ETS1;TP53;HLA-B;FOXO3;MAP2K1;FBXW11;MAPK13;CDC25A;PPID;SMAD2;PIK3R1;RB1;CCND2;NFATC3;RHEB;MAP2K3;NBN;CCND3;PPP3CB;TGFBR1;SLC25A6;TGFB2;CCNE2;CDK2;IL6;ITPR1;TRAF3IP2;PIK3R3;NFKB1;PPP1CC;RELA;RAD1;SQSTM1;HUS1;SLC25A5;AKT1;NFATC1;MAPK14;KRAS;PPP3CA;ZFP36L2;CDK6;PIK3CD;NRAS;GATA4;HLA-A;ZFP36L1;SLC25A4;CCNE1;RBBP4;KIR2DL4;AKT2;NFATC4;HRAS;NFATC2;MAPK3;CALM2;CCND1;MAPK12;PPP1CA;MAPK1;AKT3;PIK3CB;MAPKAPK2;PTEN;HIPK3;MYC;KIR2DL3;CXCL8;SMAD3;MDM2;PPP3CC;CCNA1;MAPK11;CDKN2A;TSC1;CALM3;BTRC;ATM;TRPM7;CDKN1A;RAF1;E2F4;CHEK1;CHEK2;RRAS2;CDK4;RAD50;ITPR3;TGFBR2;FOXM1
25,prerank,C-type lectin receptor signaling pathway,0.41352793727951126,1.7740960565483075,0.0,0.006313862456377116,0.151,68/99,39.35%,IL10;CARD9;PIK3CA;MAP3K14;SYK;MAPK13;IL2;PIK3R1;MAPK8;CHUK;NFATC3;NLRP3;PPP3CB;PTGS2;IL6;ITPR1;MAPK9;PIK3R3;PAK1;CYLD;NFKB1;NFKB2;RELA;AKT1;NFATC1;IRF1;MAPK14;KRAS;PPP3CA;STAT2;CBLB;IKBKE;PIK3CD;NRAS;CASP8;CD209;IL23A;CCL17;EGR2;AKT2;NFATC4;HRAS;NFATC2;MAPK3;CALM2;JUN;MAPK12;MAPK1;AKT3;PIK3CB;IL1B;MAPKAPK2;STAT1;IKBKB;BCL3;IRF9;MDM2;FCER1G;PPP3CC;PRKCD;ARHGEF12;LSP1;IL12A;IL12B;MAPK11;CALM3;PLCG2;RAF1
26,prerank,Epstein-Barr virus infection,0.3942910434330218,1.7704302395877591,0.0,0.006378421377198968,0.154,100/174,32.31%,BCL2;PIK3CA;MAP3K14;TP53;SYK;TRAF3;HLA-B;HLA-DOB;ISG15;MAPK13;PIK3R1;STAT3;RB1;HLA-DRB5;CCND2;MAPK8;HDAC1;TRAF6;CHUK;CASP3;CD58;MAP2K3;NFKBIE;TBK1;CCND3;IRF7;TRAF5;HLA-DRA;RBPJ;CD19;CCNE2;IFNA21;CDK2;IL6;HLA-DPA1;MAPK9;BLNK;SKP2;PIK3R3;NFKB1;TNFAIP3;NFKB2;HLA-DQA1;RELA;JAK3;IFNA4;AKT1;BAX;MAPK14;STAT2;CDK6;IKBKE;PIK3CD;BCL2L11;CASP8;RAC1;SNW1;B2M;HLA-A;FCER2;IRF3;CCNE1;DDB2;HES1;HLA-DMA;TAB2;ICAM1;CDKN1B;AKT2;IFNA8;HDAC2;JUN;MYD88;CD3G;CXCL10;CCND1;LYN;MAPK12;HLA-DPB1;SAP30;NFKBIB;AKT3;PIK3CB;OAS1;HLA-DRB1;RUNX3;STAT1;IFNAR2;IKBKB;APAF1;MYC;MAP2K4;IRF9;IRAK4;MDM2;EIF2AK2;TAP1;ITGAL;USP7;TYK2
27,prerank,Steroid biosynthesis,0.5457346318755512,1.7664783718346107,0.004246284501061571,0.006582243112936529,0.161,12/17,27.59%,DHCR7;DHCR24;FDFT1;CYP51A1;CYP24A1;SQLE;SOAT2;TM7SF2;HSD17B7;EBP;NSDHL;CYP27B1
28,prerank,Prostate cancer,0.41535793971805685,1.757020859879037,0.0,0.006945649412557861,0.174,63/89,40.02%,BCL2;CREB1;PIK3CA;TP53;FGFR1;MAP2K1;EGF;PIK3R1;RB1;GRB2;PDGFD;CHUK;BRAF;HSP90AB1;CREB3L4;ARAF;CCNE2;CDK2;IL1R2;PIK3R3;NFKB1;RELA;EGFR;ERBB2;AKT1;BAD;SOS2;ERG;INS;KRAS;PLAU;CREBBP;PIK3CD;NRAS;LEF1;CTNNB1;CCNE1;CDKN1B;AKT2;PLAT;HRAS;MAPK3;CCND1;SOS1;CREB3;MAPK1;AKT3;PIK3CB;PTEN;IKBKB;MDM2;ETV5;ATF4;TCF7L2;TGFA;CREB3L2;GSTP1;PDGFRA;CDKN1A;FGFR2;RAF1;HSP90AA1;IGF1R
29,prerank,Focal adhesion,0.39853689828852434,1.7563979907871903,0.0,0.006814839681954687,0.176,85/128,41.33%,BCL2;PIK3CA;PRKCB;MAP2K1;EGF;COL4A5;SHC1;FYN;PIK3R1;ITGA6;BIRC3;PTK2;GRB2;CCND2;MAPK8;PDGFD;BRAF;ITGA3;PAK2;ACTB;LAMB1;CCND3;PRKCA;FN1;MAPK9;PIK3R3;PAK1;ITGB1;PPP1CC;VAV1;EGFR;ERBB2;AKT1;BAD;PGF;SOS2;SPP1;CDC42;MET;PIK3CD;ILK;RAC1;CTNNB1;FLNB;XIAP;AKT2;HRAS;MAPK3;JUN;ITGA1;CCND1;SOS1;RELN;ITGB5;CAV3;PPP1CA;PAK3;ITGB7;MAPK1;AKT3;PIK3CB;PTEN;PAK4;LAMB3;ROCK1;ITGB3;MYLK3;RAP1A;LAMA3;KDR;ACTN4;FLT4;VEGFC;VEGFB;CAV1;PDGFRA;CRKL;VAV3;RAF1;VEGFA;IGF1R;THBS1;COL4A3;PIP5K1C;FLT1
30,prerank,Human T-cell leukemia virus 1 infection,0.3859959714261447,1.7451990223958158,0.0,0.00766710073863645,0.201,109/189,33.44%,KAT2A;CREB1;PIK3CA;ETS1;MAP3K14;BUB3;TP53;PRKACB;HLA-B;HLA-DOB;MAP2K1;IL2;SMAD2;PIK3R1;RB1;HLA-DRB5;SMAD4;CCND2;MAPK8;CHUK;KAT5;NFATC3;FDPS;BCL2L1;KAT2B;CREB3L4;ITGB2;CCND3;PRKACA;PPP3CB;HLA-DRA;TGFBR1;SLC25A6;TGFB2;CCNE2;CDK2;IL15RA;IL1R2;IL6;HLA-DPA1;MAPK9;PIK3R3;TNFRSF13C;NFKB1;NFKB2;HLA-DQA1;RELA;TNFRSF1A;SLC25A5;FOSL1;JAK3;AKT1;NFATC1;BAX;KRAS;PPP3CA;ETS2;LCK;CREBBP;PIK3CD;NRAS;FOS;B2M;HLA-A;CRTC3;SLC25A4;PRKACG;CCNE1;EGR2;XIAP;HLA-DMA;ICAM1;AKT2;NFATC4;HRAS;NFATC2;DLG1;MAPK3;POLB;MSX2;CDKN2C;JUN;CD3G;ADCY6;CCND1;HLA-DPB1;TBP;PTTG1;CREB3;ATF2;MAPK1;AKT3;PIK3CB;PTEN;HLA-DRB1;IKBKB;MMP7;MYC;MAP2K4;ADCY2;SMAD3;SLC2A1;ITGAL;PPP3CC;NFYB;ADCY3;BUB1B;ATF4;CD4
